Filename,Description
metro-lyon-1126-42058-a.wav,It is the sound of a vehicle engine idling.
tram-helsinki-184-5747-a.wav,"It is an ambient experimental electronic piece creating a dark meditative soundscape with synthesizer and bass, drums in the background, and an electric guitar."
tram-london-188-5813-a.wav,The low quality recording features a car alarm going off and some birds chirping in the background. It sounds like it was recorded outdoors.
street_pedestrian-lyon-1047-41907-a.wav,"This is a recording of a park. There are sounds of people walking and talking. In the distance, a church bell can be heard."
public_square-paris-251-7499-a.wav,This is a sound recording from a park.
bus-paris-26-917-a.wav,It is the sound of an elevator moving between floors.
bus-stockholm-218-6572-a.wav,This is the sound of a bus moving on the road with people murmuring in the background and a honking horn.
street_pedestrian-lisbon-1099-42792-a.wav,"This is a low quality recording featuring a crowd in a large room. The recording is noisy, reverberant and it sounds like it was made with a phone."
bus-lisbon-1059-43565-a.wav,"A vehicle engine is idling, and a woman is speaking softly in the background."
street_traffic-paris-172-5274-a.wav,This is the sound of a car passing by at a moderate speed.
metro-paris-225-6800-a.wav,"
In the distance, a vehicle honk passing by."
airport-helsinki-3-159-a.wav,residential area
shopping_mall-paris-133-4020-a.wav,It is the sound of people talking in a crowded indoor location such as a mall or a busy restaurant.
airport-milan-1061-41813-a.wav,This is a recording of a crowded indoor space.
bus-london-21-807-a.wav,The sound is of a car engine idling.
metro_station-london-68-2016-a.wav,A crowd of people are having a quiet conversation.
metro-prague-1016-40633-a.wav,It is the sound of a vehicle engine idling.
airport-paris-7-312-a.wav,"This is a recording of a city environment. There are sounds of people talking and moving around. In the distance, one can hear the rumble of a train."
public_square-paris-117-3422-a.wav,This is the sound of ocean waves crashing onto the shore.
street_traffic-helsinki-165-5046-a.wav,A vehicle engine idles nearby.
airport-london-6-260-a.wav,residential area
tram-stockholm-284-8603-a.wav,A vehicle engine idles and then accelerates.
metro-barcelona-41-1255-a.wav,"The sound is of rail transport, specifically a subway or metro or underground."
shopping_mall-vienna-138-4185-a.wav,"This is a low quality, noisy recording of people talking in a large room."
bus-vienna-219-6619-a.wav,"This is the recording of an elevator in a building. There is a female voice speaking through the intercom, and it sounds like she is announcing something."
street_pedestrian-lisbon-1099-41035-a.wav,This is a recording of a school environment during a lesson. There are sounds of students talking quietly and a teacher walking through the hallways.
bus-milan-1155-43391-a.wav,This is the sound of a motor vehicle engine idling.
shopping_mall-paris-134-4046-a.wav,residential area
tram-paris-194-5882-a.wav,It is the sound of a bus moving on the road.
shopping_mall-stockholm-135-4097-a.wav,This is the sound of an object and mechanisms.
metro_station-milan-1127-43705-a.wav,"It is the sound of an emergency vehicle, specifically a siren on a fire engine - fire truck."
street_traffic-lyon-1110-41322-a.wav,The sound is of an engine idling loudly.
street_traffic-helsinki-166-5091-a.wav,This is the sound of a truck moving on the road with its engine idling.
bus-lisbon-1212-45715-a.wav,This is the sound of an elevator moving between floors.
metro-stockholm-227-6847-a.wav,It is the sound of a bus moving on the road with people murmuring in the background.
street_traffic-london-271-8247-a.wav,It is the sound of a vehicle engine idling.
shopping_mall-stockholm-137-4174-a.wav,This is the sound of a crowded indoor location.
tram-paris-280-8504-a.wav,It is the sound of a vehicle engine idling.
airport-stockholm-12-495-a.wav,It is the sound of people walking in a crowded area.
metro_station-paris-82-2207-a.wav,It is the sound of someone walking in a crowded indoor area.
airport-barcelona-0-11-a.wav,"This is a recording of a park. There are sounds of people walking and talking, birds chirping, and a dog barking."
street_pedestrian-helsinki-147-4453-a.wav,"A female vocalist sings this emotional song. The tempo is slow with guitar accompaniment, steady drumming, groovy bass lines and keyboard accompaniment. The song is soft, mellow, emotional, sentimental, nostalgic and poignant. This song is a Classic Pop."
tram-paris-196-5924-a.wav,It is the sound of a bus moving on the road.
street_traffic-stockholm-273-8326-a.wav,This is the sound of a large vehicle engine idling.
airport-lyon-1101-43112-a.wav,This is the sound of a crowded indoor location.
metro-prague-1204-45499-a.wav,"This is a dark experimental electronic piece with an ambient soundscape. It is suitable as a soundtrack with a space feeling. The instruments include synthesizer, bass, drums, piano, and electric guitar."
shopping_mall-vienna-138-4178-a.wav,A crowded indoor location.
street_pedestrian-london-151-4603-a.wav,"This is the sound of a non-motorized land vehicle, specifically a bicycle, moving."
shopping_mall-london-131-3940-a.wav,"A large, busy room such as a kitchen or a bar."
tram-barcelona-181-5622-a.wav,People are having conversations in a crowded room.
street_pedestrian-milan-1096-43840-a.wav,This is the sound of a crowded indoor location.
park-lyon-1012-41948-a.wav,This sound is from a video game.
shopping_mall-london-256-7711-a.wav,"This is the ambiance of a large indoor space, such as a shopping center or a transit area like an airport. There is a hum of background noise from various sources. People are walking around, and some are talking. There is a food court nearby, and you can hear the sounds of cooking and eating."
airport-barcelona-1-54-a.wav,residential area
metro_station-helsinki-65-1944-a.wav,A crowded indoor location.
street_traffic-lisbon-1171-44548-a.wav,The sound is of a car horn honking followed by traffic passing by.
airport-helsinki-204-6163-a.wav,This is a low quality recording featuring a wide synth pad progression that sounds spacey and resembles communication in outer space. There are also some crowd chattering noises in the background.
street_traffic-paris-172-5289-a.wav,The sound is of a vehicle engine idling.
metro-barcelona-42-1282-a.wav,It is the humming of a machine.
airport-paris-9-408-a.wav,This is the sound of a crowd in a public space.
shopping_mall-london-256-7754-a.wav,It is the sound of a crowded indoor location.
bus-paris-32-992-a.wav,This is the sound of a motor vehicle engine idling.
street_traffic-london-169-5180-a.wav,An engine working nearby with some distant murmuring.
bus-prague-1032-43269-a.wav,It is the sound of a vehicle engine idling.
shopping_mall-lisbon-1176-44829-a.wav,It is the environment and background noise of a large indoor space.
street_pedestrian-prague-1085-41265-a.wav,residential area
public_square-lyon-1178-45363-a.wav,This is a recording of a crowd in a public space.
bus-helsinki-19-751-a.wav,"This is an amateur recording of a car engine idling. The engine sound is medium with a consistent humming noise throughout the clip. There is also the sound of wind blowing into the microphone, which adds a layer of ambient noise to the recording."
tram-stockholm-283-8564-a.wav,"This is the sound of an electronic device, likely a microwave oven, beeping."
street_pedestrian-prague-1037-43964-a.wav,"This is a recording of a public space, likely a park or a busy area in a city. There are many people talking and laughing, indicating a lively and social environment. A dog can also be heard barking intermittently."
tram-prague-1086-43438-a.wav,It is the sound of an elevator moving and stopping.
public_square-london-250-7466-a.wav,"This is a recording of a city environment. There are sounds of people walking by and cars passing by. In the distance, one can faintly hear the sound of a bus."
bus-paris-31-983-a.wav,It is the sound of a vehicle engine idling.
street_pedestrian-prague-1085-43156-a.wav,This is the sound of a pigeon cooing.
metro_station-paris-81-2194-a.wav,This is the sound of an urban area.
airport-vienna-14-574-a.wav,A woman is making an announcement over an intercom.
public_square-milan-1014-44082-a.wav,This is the sound of a baby crying and birds chirping in the background.
park-helsinki-242-7210-a.wav,This is a recording of a nature reserve. There is a male voice in the background that can barely be heard over the sounds of birds chirping and the wind blowing.
park-helsinki-93-2587-a.wav,Birds chirping and leaves rustling.
metro_station-london-233-6997-a.wav,People are murmuring at a distance.
shopping_mall-barcelona-127-3799-a.wav,This is the sound of a crowd in a large room such as a hall or auditorium.
bus-vienna-40-1205-a.wav,It is the sound of a vehicle engine idling.
public_square-london-113-3288-a.wav,This is a recording of a crowd in a public space.
metro-prague-1022-40902-a.wav,"This is a sound of rail transport, specifically a subway or metro or underground."
airport-london-205-6185-a.wav,This is a sound from a crowded indoor location.
street_traffic-lyon-1029-42465-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro-lyon-1206-44814-a.wav,This is the sound of an engine starting and then idling.
shopping_mall-helsinki-130-3902-a.wav,This is the sound of a crowded indoor location.
metro_station-vienna-87-2366-a.wav,This is the sound of water flowing and bubbling.
public_square-prague-1152-43616-a.wav,This is the sound of a tennis game.
metro_station-milan-1050-42092-a.wav,"This is the recording of an elevator in a building. There is a muffled conversation of people in the background, and the sound of an elevator moving between floors can be heard."
bus-london-213-6488-a.wav,A brief tone and beep - bleep.
public_square-prague-1192-44998-a.wav,residential area
park-paris-100-2835-a.wav,The sound is of birds chirping in the distance.
street_pedestrian-lyon-1072-42732-a.wav,"This is the sound of a crowded indoor environment, possibly a library or a large hall, where many people are conversing indistinctly."
tram-prague-1042-40054-a.wav,It is the sound of an elevator moving between floors.
tram-prague-1088-42473-a.wav,"This is a low quality, noisy recording of a vehicle engine idling. There is also the sound of a bell ringing in the background."
park-barcelona-241-7152-a.wav,This is a recording of birds chirping in a forest.
shopping_mall-stockholm-136-4118-a.wav,It is the sound of people talking in a crowded indoor space.
metro_station-barcelona-61-1848-a.wav,It is the sound of an engine running continuously.
shopping_mall-paris-132-3976-a.wav,A crowded indoor location.
tram-lisbon-1100-41423-a.wav,It is the sound of a train passing by.
street_pedestrian-vienna-267-8121-a.wav,"This is a quiet, ambient experimental piece with a dark and meditative mood. It features synthesizers, bass, drums, piano, and electric guitar."
bus-barcelona-15-605-a.wav,It is the sound of a vehicle engine idling.
bus-stockholm-37-1091-a.wav,This is the sound of a bus running on the road.
bus-milan-1180-44506-a.wav,A bus running on a bus route.
bus-prague-1102-42217-a.wav,"The sound is of a boat - water vehicle, particularly a motorboat like a speedboat."
public_square-prague-1214-44539-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro-lisbon-1121-43256-a.wav,"It is an instrumental electronic experimental piece with ambient and dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar."
metro_station-barcelona-62-1862-a.wav,This is the sound of an empty hall in a building.
metro_station-helsinki-64-1928-a.wav,residential area
tram-paris-282-8542-a.wav,"This is a live recording of an orchestra playing a calm and quiet piece. The atmosphere is described as spooky, suitable for a Halloween event. There is a flute playing the main tune with a harp and a double bass providing accompaniment in the background."
public_square-vienna-123-3632-a.wav,A crowd murmuring in the distance.
park-barcelona-91-2504-a.wav,This is the sound of birds chirping in the distance.
street_traffic-vienna-274-8377-a.wav,"
The sound is of a car going by quickly."
airport-vienna-13-534-a.wav,"This is a recording of a city environment, specifically a subway station during a quiet time. There are sounds of people talking softly in the distance and the hum of a train passing by."
shopping_mall-helsinki-129-3863-a.wav,"This is the sound of an urban environment, specifically a subway station. There is a muffled conversation in the distance and the sound of a train passing by."
street_traffic-milan-1166-45422-a.wav,A vehicle engine idles nearby.
tram-vienna-285-8618-a.wav,This is the environment and background noise of a bus. There are beeps of a bus stop signal and the sound of an engine idling.
airport-helsinki-4-218-a.wav,residential area
street_pedestrian-vienna-160-4877-a.wav,residential area
public_square-prague-1214-44214-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
bus-barcelona-16-651-a.wav,It is the sound of a vehicle engine idling.
metro-vienna-58-1746-a.wav,It is the sound of a bus door closing.
tram-helsinki-183-5684-a.wav,It is the humming of an oncoming and passing train.
bus-lyon-1159-42892-a.wav,A crowd is murmuring in the distance.
metro_station-prague-1130-42280-a.wav,An electronic voice is speaking in the distance.
metro-paris-49-1509-a.wav,It is the sound of an elevator moving between floors.
street_traffic-vienna-176-5437-a.wav,The sound is of traffic passing by at a distance.
bus-vienna-38-1117-a.wav,It is the sound of a vehicle engine idling.
bus-paris-27-930-a.wav,This is the sound of a bus moving and making noises while driving on the road.
metro_station-prague-1019-43945-a.wav,This is the sound of an elevator in a building.
street_pedestrian-lisbon-1098-40905-a.wav,"This is a low quality, noisy, and mono recording of people talking in a crowded indoor area."
airport-lisbon-1000-42274-a.wav,A crowd of people are having a quiet conversation.
park-lisbon-1104-43999-a.wav,It is the sound of birds chirping in the background.
tram-lyon-1216-44380-a.wav,"This is the sound of a vehicle engine starting up, revving a couple of times and then idling."
metro_station-lyon-1077-43207-a.wav,This is the sound of someone walking in the near vicinity.
shopping_mall-lyon-1066-42609-a.wav,A woman is speaking in a crowded indoor location.
metro-helsinki-222-6741-a.wav,"The sound is of rail transport, a train, and train wheels squealing."
bus-milan-1190-44209-a.wav,It is the sound of an elevator moving between floors.
metro_station-prague-1130-43280-a.wav,An electronic device is playing in the distance.
tram-prague-1184-45627-a.wav,It is the sound of a bus driving on a road.
public_square-prague-1214-45251-a.wav,residential area
park-prague-1092-43074-a.wav,The sound is of birds chirping and a man murmuring in the background.
tram-stockholm-197-5947-a.wav,This is the sound of a vehicle engine starting up followed by the sound of an electronic beeper.
metro-vienna-228-6889-a.wav,This is the sound of a train moving on railroad tracks passing by.
metro-stockholm-55-1620-a.wav,It is the sound of an elevator moving between floors.
park-barcelona-90-2475-a.wav,The sound is of a woman speaking softly in the background as ocean waves crash and seagulls squawk in the foreground.
metro-helsinki-222-6704-a.wav,"It is an ambient experimental electronic piece with a dark meditative soundscape, including synthesizer, bass, guitar, piano, drums, and electric guitar."
public_square-stockholm-119-3486-a.wav,Someone is walking through leaves and twigs and small branches are being stepped on and broken.
tram-lisbon-1200-44769-a.wav,People are murmuring in the distance.
metro-vienna-228-6874-a.wav,It is the sound of a bus door closing.
shopping_mall-vienna-139-4215-a.wav,A crowded area with people talking and moving around.
tram-vienna-200-6048-a.wav,It is the sound of a vehicle engine idling.
park-barcelona-90-2488-a.wav,This is a recording of birds chirping and a dog barking in the distance.
street_pedestrian-vienna-159-4846-a.wav,"This is a live recording of an orchestra playing a waltz with a string section holding a single chord while a violin plays a lead melody. In the background, there is a crowd murmuring softly."
park-london-97-2712-a.wav,This is a recording of birds chirping in a forest.
bus-helsinki-18-733-a.wav,The low quality recording features a muffled conversation in the background and it is so noisy that it sounds like it was recorded with a phone.
metro_station-milan-1050-43931-a.wav,"This is the sound of a crowded indoor environment, possibly a store or supermarket."
public_square-paris-118-3482-a.wav,Horse hooves clicking and people murmuring.
metro_station-stockholm-84-2270-a.wav,It is the sound of a subway train running on railroad tracks passing by.
park-lyon-1188-44138-a.wav,Birds chirping lightly in the wind.
public_square-stockholm-121-3583-a.wav,This is the sound of a woman speaking in a crowded place.
park-london-95-2649-a.wav,This is the sound of birds chirping in the distance.
tram-lyon-1150-41180-a.wav,It is the sound of an engine idling consistently.
bus-milan-1155-42170-a.wav,It is the sound of a truck reversing with beeping noises.
tram-vienna-202-6113-a.wav,This is the sound of a bus moving on a road.
park-helsinki-92-2553-a.wav,The sound is of birds chirping in the distance.
shopping_mall-barcelona-125-3722-a.wav,cafe
metro_station-stockholm-83-2216-a.wav,A woman is making an announcement over a loudspeaker.
shopping_mall-milan-1049-41904-a.wav,This is a crowded indoor scene with people talking and moving around. There is a hum of a machine in the background.
tram-helsinki-183-5679-a.wav,It is the sound of an elevator moving between floors.
airport-prague-1173-44705-a.wav,"This is the sound of a bell ringing, specifically change ringing which is a form of campanology."
airport-lyon-1169-45588-a.wav,"This is the sound of horse hooves running on a hard surface, likely a street."
metro_station-stockholm-85-2301-a.wav,This is the sound of an elevator in a building.
shopping_mall-prague-1031-41303-a.wav,It is the sound of an engine idling.
street_pedestrian-london-149-4512-a.wav,"It is the sound of a non-motorized land vehicle, specifically a skateboard, in motion."
metro-paris-54-1581-a.wav,It is the sound of a bus moving on the road.
tram-lyon-1103-43844-a.wav,It is the sound of a bus moving on the road with people murmuring in the background.
metro_station-vienna-88-2416-a.wav,"An instrumental electronic experimental piece with ambient and dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar."
street_traffic-london-168-5154-a.wav,"The low quality recording features a vehicle engine idling sound. The recording is noisy, in mono and it sounds like it was recorded outdoors."
street_traffic-lisbon-1076-42777-a.wav,This is the sound of a car passing by.
bus-helsinki-211-6435-a.wav,It is the sound of a bus moving on the road.
shopping_mall-milan-1084-41587-a.wav,This is the sound of a crowded indoor location.
street_pedestrian-stockholm-156-4747-a.wav,People are murmuring in the distance.
street_pedestrian-milan-1080-43286-a.wav,This is the sound of rain falling and water flowing over rocks in a creek.
park-prague-1105-42649-a.wav,This is the sound of a large city.
park-paris-98-2772-a.wav,This is a recording of birds chirping in a forest.
metro_station-vienna-240-7126-a.wav,"This is the sound of someone walking through a very crowded area, such as a mall or a busy street."
metro_station-london-70-2043-a.wav,"It is an ambient experimental electronic piece with a dark meditative soundscape, including synthesizer, bass, guitar, piano, drums, and electric guitar."
metro_station-london-76-2111-a.wav,It is the sound of a bus door closing.
street_traffic-prague-1033-43918-a.wav,Traffic sounds in the distance.
street_pedestrian-london-263-7993-a.wav,This is a low quality recording featuring a live performance of an orchestra. There is a wide string section playing a sad melody with a cello and a violin playing the main tune. The atmosphere is sad and emotional. This piece could be used in the soundtrack of a drama movie during scenes of tragedy or an advertisement jingle with emotional appeal.
park-lisbon-1198-44667-a.wav,residential area
metro-milan-1062-41974-a.wav,This is the sound of an elevator moving between floors.
street_traffic-barcelona-161-4915-a.wav,This is a recording of a city environment where a truck is passing by and people are murmuring in the background.
metro_station-london-73-2069-a.wav,This is the sound of an engine idling.
airport-stockholm-207-6310-a.wav,This is the sound of a horse galloping quickly.
metro-prague-1016-42089-a.wav,It is the sound of an engine idling.
metro-barcelona-220-6678-a.wav,"This is the sound of a musical instrument, specifically a bell, being played."
metro-helsinki-45-1338-a.wav,This is the sound of a vehicle engine idling.
shopping_mall-barcelona-126-3770-a.wav,It is the sound of dishes clanging together.
park-london-95-2674-a.wav,The sound is recorded in a natural environment with birds singing and wind blowing.
metro-london-46-1392-a.wav,It is the sound of a train moving on railroad tracks passing by quickly.
public_square-vienna-124-3694-a.wav,Dogs are barking in the distance.
park-lisbon-1052-43100-a.wav,This is the sound of a cricket chirping in the evening.
tram-vienna-200-6030-a.wav,It is the sound of a bus moving on the road.
airport-prague-1195-44947-a.wav,"This is the sound of people walking in a large open area, such as an arena or airport."
street_pedestrian-helsinki-146-4397-a.wav,This is a live recording of a street performance in a European city. There is an orchestra playing a classical piece in the background while people are conversing in the foreground.
public_square-london-114-3333-a.wav,It is the sound of someone walking in a quiet place.
tram-lisbon-1191-45571-a.wav,This is the sound of a bus moving on the road with people murmuring in the background.
shopping_mall-lyon-1043-40615-a.wav,A crowded indoor location.
shopping_mall-barcelona-126-3735-a.wav,This is the sound of a horse galloping quickly.
airport-lyon-1095-44085-a.wav,"A large, busy room such as a kitchen or a bar."
shopping_mall-vienna-139-4228-a.wav,"This is the sound of a crowded indoor environment, possibly a supermarket or a store."
metro-lisbon-1199-45513-a.wav,This is the sound of a train moving on railroad tracks passing by.
street_pedestrian-lyon-1047-40064-a.wav,It is the sound of a bicycle bell ringing and people murmuring in the background.
street_pedestrian-london-150-4553-a.wav,This is a recording of a crowd in a park. People are walking and chatting while birds chirp and distant traffic can be heard.
park-milan-1018-42576-a.wav,This is a recording of a park. There are birds chirping and kids playing in the background.
metro_station-paris-236-7031-a.wav,This is the sound of a subway train coming to a station.
shopping_mall-milan-1049-43698-a.wav,A crowded indoor location.
metro_station-milan-1117-43218-a.wav,"It is the sound of a large indoor space, likely a shopping center or a transit area like an airport, with people around."
tram-barcelona-180-5572-a.wav,This audio contains someone playing a long note on a synth with a sine wave sound. In the background you can hear people talking. This song may be playing at home experimenting sounds with a synthesizer.
tram-barcelona-275-8391-a.wav,It is the sound of an elevator moving between floors.
tram-helsinki-276-8433-a.wav,It is the sound of a bus moving on the road.
street_pedestrian-helsinki-148-4476-a.wav,This is a sound from a park.
street_pedestrian-paris-265-8057-a.wav,This is the sound of someone walking through leaves.
metro-london-48-1473-a.wav,It is the sound of a subway train running on railroad tracks passing by and a woman's voice announcement over a loudspeaker.
bus-lisbon-1212-45534-a.wav,It is the sound of a bus moving on the road.
airport-vienna-209-6366-a.wav,This is the sound of someone walking.
metro-paris-54-1605-a.wav,It is the sound of an engine idling.
street_traffic-barcelona-162-4947-a.wav,The sound is of a vehicle engine idling nearby.
airport-london-6-305-a.wav,residential area
street_traffic-prague-1193-45237-a.wav,"This is a recording of a motor vehicle driving on a road. The vehicle's engine is idling, and there is a bird chirping in the background. The atmosphere of the recording is neutral."
street_traffic-helsinki-164-5017-a.wav,The sound is that of a vehicle engine idling nearby.
street_traffic-helsinki-166-5109-a.wav,"The audio contains the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_traffic-milan-1087-43669-a.wav,The audio contains the sound of a car passing by at a fairly consistent speed.
street_traffic-helsinki-269-8182-a.wav,The sound is of ocean waves crashing onto the shore.
tram-paris-195-5896-a.wav,It is the sound of a vehicle engine idling.
metro-barcelona-220-6645-a.wav,The low quality recording features a muffled conversation in the background and it is so noisy that it sounds like it was recorded with a phone.
street_pedestrian-stockholm-155-4715-a.wav,"This is the sound of someone walking on a hard surface, such as pavement or concrete."
street_pedestrian-barcelona-145-4380-a.wav,A crowd of people are murmuring in the distance.
metro_station-helsinki-67-1987-a.wav,This sound is from a video game.
shopping_mall-milan-1049-42564-a.wav,A crowded indoor location.
metro-helsinki-45-1340-a.wav,"This is a video game sound. In the foreground, there is the sound of a train moving and the sound of its wheels squealing. In the background, there is an orchestra playing a dramatic and adventurous theme with strings, brass, and percussion. The atmosphere is epic and suitable for an action sequence in a movie or a video game."
street_traffic-barcelona-161-4928-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_pedestrian-paris-152-4609-a.wav,This is a low quality recording featuring ambient sounds of a city. There is a hum of a bus in the background and some distant chatter of people. There is also a faint sound of a dog barking.
shopping_mall-london-256-7689-a.wav,This is the sound of an urban environment during a rainy day.
bus-prague-1120-41266-a.wav,It is the sound of an elevator moving between floors.
shopping_mall-vienna-140-4257-a.wav,A crowd of people are having a quiet conversation.
shopping_mall-stockholm-136-4125-a.wav,It is the sound of people walking in a crowded area.
street_traffic-london-270-8216-a.wav,The low quality recording features a muffled conversation in the background and some cars passing by. It sounds like it was recorded with a phone.
tram-lyon-1150-43989-a.wav,It is the sound of a bus moving on the road.
shopping_mall-prague-1053-43984-a.wav,It is the sound of an urban environment during the day.
public_square-prague-1152-42858-a.wav,This audio contains a crowd murmuring in the distance and a church bell ringing.
metro_station-barcelona-61-1830-a.wav,This is the sound of an urban area. There is the hum of a city in the background.
street_traffic-vienna-178-5483-a.wav,This sound includes a vehicle engine idling nearby and crickets chirping in the background.
metro_station-lisbon-1021-40025-a.wav,"It is the sound of rail transport, specifically a subway or metro or underground."
street_pedestrian-milan-1080-40936-a.wav,This is the sound of water flowing and bubbling.
street_traffic-lisbon-1076-43323-a.wav,Traffic passing by.
metro-london-46-1407-a.wav,This is an experimental ambient electronic piece with synthesizers and a drum machine. It has a dark and weird atmosphere that could fit into a dystopian movie soundtrack.
bus-helsinki-20-789-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
park-lisbon-1057-42299-a.wav,residential area.
street_pedestrian-helsinki-146-4402-a.wav,A group of people are having a quiet conversation.
metro_station-lisbon-1221-44674-a.wav,"This is an experimental ambient sound piece with a dark and meditative mood. There is a synthesizer and a drum machine providing a quiet and slow instrumental background. Sounds from the environment such as birds chirping, wind blowing, and a car passing by can be heard. This piece could be used in the soundtrack of a film or a game."
metro_station-helsinki-64-1915-a.wav,"It is an ambient experimental electronic piece with a dark meditative soundscape, including synthesizer, bass, guitar, piano, drums, and computer, purely instrumental."
metro-milan-1218-45073-a.wav,This is the sound of an elevator moving between floors.
park-stockholm-101-2857-a.wav,"This is a recording of a city environment. In the distance, there is the sound of a large aircraft taking off with booming engines."
tram-milan-1036-42743-a.wav,It is the sound of a bus moving on the road.
tram-lyon-1112-42076-a.wav,It is the sound of an engine idling loudly.
public_square-prague-1152-43858-a.wav,This is a recording of a park. There are many people walking and talking. Some children are playing and laughing. A dog is barking once every few minutes. Birds can be heard chirping in the background.
public_square-lyon-1017-42562-a.wav,This is the sound of a vehicle engine idling.
bus-london-25-896-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro_station-paris-80-2180-a.wav,This is the sound of a motor vehicle engine idling.
metro-paris-224-6787-a.wav,"It is an instrumental electronic experimental piece with ambient and dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar."
tram-vienna-285-8625-a.wav,It is the sound of an engine idling.
metro-stockholm-56-1672-a.wav,"This is the sound of a vehicle, specifically a bus, with its engine running. Additionally, there is the sound of a bell chiming and the opening of a door."
street_traffic-stockholm-173-5330-a.wav,This is the sound of a vehicle engine idling nearby.
airport-stockholm-10-426-a.wav,This is a recording of a park. There are many people in the background talking and children are playing. A dog is barking once every few seconds.
street_pedestrian-milan-1005-41511-a.wav,This is a recording of a crowd in a public space. The crowd is murmuring at a low volume.
public_square-paris-251-7501-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro-helsinki-222-6739-a.wav,It is the sound of a bus moving on the road.
street_traffic-lyon-1029-44010-a.wav,The sound is of traffic passing by at a distance.
bus-london-23-849-a.wav,"This is the sound of a vehicle, specifically a bus, with its engine idling. Additionally, there are beeps of a horn and the sound of people talking in the background."
metro_station-vienna-86-2337-a.wav,A group of children are having a conversation in a crowded room.
bus-stockholm-217-6557-a.wav,"This is an amateur recording of a movie music piece. There is a medium-to-high range synthesised sound with a weird, scary, and sinister vibe. The piece is in the key of F minor, with a time signature of 2/4 and a tempo of 57.0 bpm."
metro-stockholm-57-1703-a.wav,This is the sound of an engine idling loudly.
metro-paris-53-1562-a.wav,It is the sound of a vehicle engine idling.
park-barcelona-89-2434-a.wav,It is the sound of wind blowing and birds chirping in a park.
park-lisbon-1104-43573-a.wav,This is a park.
street_traffic-stockholm-174-5356-a.wav,The sound is of a car driving on the road.
metro-lyon-1139-42821-a.wav,It is the sound of an elevator moving and stopping.
shopping_mall-prague-1009-43699-a.wav,"This is a low quality, noisy, and mono recording of birds chirping in a forest."
public_square-vienna-124-3669-a.wav,It is the sound of a man speaking over a public address system in a noisy environment.
metro_station-lyon-1028-43030-a.wav,It is the sound of an engine idling loudly.
street_traffic-barcelona-268-8152-a.wav,The sound is of a car driving in the distance.
tram-paris-196-5919-a.wav,It is the sound of an elevator moving between floors.
metro_station-prague-1170-44897-a.wav,It is the sound of an elevator moving between floors.
metro_station-lyon-1179-44512-a.wav,It is the sound of a vehicle engine idling.
street_pedestrian-lisbon-1004-43105-a.wav,A crowded indoor location.
tram-lyon-1225-44995-a.wav,It is the sound of an elevator moving between floors.
park-helsinki-94-2620-a.wav,This is an amateur recording of birds chirping in the background while a car drives by.
shopping_mall-stockholm-137-4149-a.wav,It is an ambient recording of a bustling area with people talking and moving around. There is a faint beeping sound in the background.
street_traffic-lyon-1045-40062-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of wind noise being picked up by a microphone."
street_pedestrian-prague-1203-45726-a.wav,This is a recording of a crowded indoor environment where many people are conversing. The atmosphere is indistinct due to the large number of people talking simultaneously.
street_pedestrian-barcelona-144-4354-a.wav,People are having conversations in a crowded area.
shopping_mall-lyon-1066-43041-a.wav,It is the sound of a crowd in a large room.
street_traffic-lyon-1045-42314-a.wav,This is an amateur recording of birds chirping in the background while a vehicle passes by.
airport-london-205-6201-a.wav,This is a recording of a crowd in a public space.
park-london-243-7245-a.wav,This is an amateur recording of birds chirping in the background while a woman is speaking softly in the foreground.
park-helsinki-242-7194-a.wav,The sound is of birds chirping and a dog barking in the distance.
street_pedestrian-helsinki-262-7952-a.wav,"A male vocalist sings this cool melody. The song is medium tempo with a steady drumming rhythm, groovy bass line and keyboard accompaniment. The song has poor audio quality with ambient crowd noises."
metro-prague-1016-42111-a.wav,It is the sound of an elevator moving between floors.
street_traffic-prague-1193-44392-a.wav,The sound is of a vehicle or boat - water vehicle.
airport-stockholm-207-6288-a.wav,residential area
shopping_mall-london-256-7769-a.wav,This is the sound of people talking in a crowded area.
tram-milan-1048-41949-a.wav,It is the sound of an elevator moving and stopping.
shopping_mall-london-131-3938-a.wav,"This is a low quality, noisy, and mono recording of a video game. There is a wide range of sound effects, including jumping, swinging, and shouting, along with some music in the background."
